;date;nbVente;nom;code
1969;03/11/2017;46.16;KO;KO
1970;06/11/2017;45.92;KO;KO
1971;07/11/2017;45.95;KO;KO
1972;08/11/2017;46.19;KO;KO
1973;09/11/2017;46.38;KO;KO
1974;10/11/2017;46.64;KO;KO
1975;13/11/2017;46.82;KO;KO
1976;14/11/2017;47.48;KO;KO
1977;15/11/2017;47.46;KO;KO
1978;16/11/2017;46.98;KO;KO
1979;17/11/2017;46.38;KO;KO
1980;20/11/2017;45.88;KO;KO
1981;21/11/2017;45.95;KO;KO
1982;22/11/2017;45.93;KO;KO
1983;24/11/2017;46.04;KO;KO
1984;27/11/2017;45.99;KO;KO
1985;28/11/2017;46.15;KO;KO
1986;29/11/2017;45.82;KO;KO
1987;30/11/2017;45.84;KO;KO
1988;01/12/2017;46.02;KO;KO
1989;04/12/2017;46.38;KO;KO
1990;05/12/2017;46.44;KO;KO
1991;06/12/2017;46.48;KO;KO
1992;07/12/2017;46.32;KO;KO
1993;08/12/2017;45.73;KO;KO
1994;11/12/2017;45.41;KO;KO
1995;12/12/2017;45.52;KO;KO
1996;13/12/2017;46.05;KO;KO
1997;14/12/2017;46.17;KO;KO
1998;15/12/2017;46.42;KO;KO
1999;18/12/2017;46.38;KO;KO
2000;19/12/2017;46.38;KO;KO
2001;20/12/2017;46.3;KO;KO
2002;21/12/2017;46.22;KO;KO
2003;22/12/2017;45.73;KO;KO
2004;26/12/2017;45.86;KO;KO
2005;27/12/2017;45.94;KO;KO
2006;28/12/2017;45.99;KO;KO
2007;29/12/2017;46.18;KO;KO
2008;03/01/2017;106.9;DIS;DIS
2009;04/01/2017;107.5;DIS;DIS
2010;05/01/2017;107.62;DIS;DIS
2011;06/01/2017;109.35;DIS;DIS
2012;09/01/2017;108.83;DIS;DIS
2013;10/01/2017;108.82;DIS;DIS
2014;11/01/2017;109.49;DIS;DIS
2015;12/01/2017;109.0;DIS;DIS
2016;13/01/2017;108.35;DIS;DIS
2017;17/01/2017;108.93;DIS;DIS
2018;18/01/2017;108.4;DIS;DIS
2019;19/01/2017;108.01;DIS;DIS
2020;20/01/2017;107.82;DIS;DIS
2021;23/01/2017;107.68;DIS;DIS
2022;24/01/2017;108.06;DIS;DIS
2023;25/01/2017;108.42;DIS;DIS
2024;26/01/2017;108.62;DIS;DIS
2025;27/01/2017;109.4;DIS;DIS
2026;30/01/2017;111.05;DIS;DIS
2027;31/01/2017;110.8;DIS;DIS
2028;01/02/2017;111.99;DIS;DIS
2029;02/02/2017;111.54;DIS;DIS
2030;03/02/2017;111.15;DIS;DIS
2031;06/02/2017;110.15;DIS;DIS
2032;07/02/2017;109.73;DIS;DIS
2033;08/02/2017;111.42;DIS;DIS
2034;09/02/2017;109.85;DIS;DIS
2035;10/02/2017;109.8;DIS;DIS
2036;13/02/2017;109.9;DIS;DIS
2037;14/02/2017;110.33;DIS;DIS
2038;15/02/2017;110.68;DIS;DIS
2039;16/02/2017;110.87;DIS;DIS
2040;17/02/2017;110.5;DIS;DIS
2041;21/02/2017;110.21;DIS;DIS
2042;22/02/2017;110.28;DIS;DIS
2043;23/02/2017;110.49;DIS;DIS
2044;24/02/2017;110.32;DIS;DIS
2045;27/02/2017;110.47;DIS;DIS
2046;28/02/2017;110.4;DIS;DIS
2047;01/03/2017;111.8;DIS;DIS
2048;02/03/2017;111.2;DIS;DIS
2049;03/03/2017;111.5;DIS;DIS
2050;06/03/2017;110.98;DIS;DIS
2051;07/03/2017;110.93;DIS;DIS
2052;08/03/2017;111.32;DIS;DIS
2053;09/03/2017;111.32;DIS;DIS
2054;10/03/2017;111.5;DIS;DIS
2055;13/03/2017;111.68;DIS;DIS
2056;14/03/2017;112.89;DIS;DIS
2057;15/03/2017;112.45;DIS;DIS
2058;16/03/2017;112.32;DIS;DIS
2059;17/03/2017;112.09;DIS;DIS
2060;20/03/2017;113.16;DIS;DIS
2061;21/03/2017;113.1;DIS;DIS
2062;22/03/2017;112.18;DIS;DIS
2063;23/03/2017;112.98;DIS;DIS
2064;24/03/2017;112.58;DIS;DIS
2065;27/03/2017;112.55;DIS;DIS
2066;28/03/2017;113.24;DIS;DIS
2067;29/03/2017;112.94;DIS;DIS
2068;30/03/2017;113.3;DIS;DIS
2069;31/03/2017;113.71;DIS;DIS
2070;03/04/2017;113.65;DIS;DIS
2071;04/04/2017;113.55;DIS;DIS
2072;05/04/2017;113.84;DIS;DIS
2073;06/04/2017;113.42;DIS;DIS
2074;07/04/2017;113.28;DIS;DIS
2075;10/04/2017;112.89;DIS;DIS
2076;11/04/2017;113.83;DIS;DIS
2077;12/04/2017;113.28;DIS;DIS
2078;13/04/2017;114.25;DIS;DIS
2079;17/04/2017;113.94;DIS;DIS
2080;18/04/2017;114.75;DIS;DIS
2081;19/04/2017;115.0;DIS;DIS
2082;20/04/2017;115.05;DIS;DIS
2083;21/04/2017;115.12;DIS;DIS
2084;24/04/2017;115.38;DIS;DIS
2085;25/04/2017;115.52;DIS;DIS
2086;26/04/2017;115.96;DIS;DIS
2087;27/04/2017;116.1;DIS;DIS
2088;28/04/2017;115.9;DIS;DIS
2089;01/05/2017;115.61;DIS;DIS
2090;02/05/2017;114.99;DIS;DIS
2091;03/05/2017;114.09;DIS;DIS
2092;04/05/2017;111.3;DIS;DIS
2093;05/05/2017;112.15;DIS;DIS
2094;08/05/2017;112.39;DIS;DIS
2095;09/05/2017;112.15;DIS;DIS
2096;10/05/2017;109.66;DIS;DIS
2097;11/05/2017;110.0;DIS;DIS
2098;12/05/2017;109.89;DIS;DIS
2099;15/05/2017;110.08;DIS;DIS
2100;16/05/2017;109.23;DIS;DIS
2101;17/05/2017;106.63;DIS;DIS
2102;18/05/2017;107.31;DIS;DIS
2103;19/05/2017;107.86;DIS;DIS
2104;22/05/2017;108.2;DIS;DIS
2105;23/05/2017;107.8;DIS;DIS
2106;24/05/2017;107.82;DIS;DIS
2107;25/05/2017;108.13;DIS;DIS
2108;26/05/2017;108.49;DIS;DIS
2109;30/05/2017;108.6;DIS;DIS
2110;31/05/2017;108.65;DIS;DIS
2111;01/06/2017;108.21;DIS;DIS
2112;02/06/2017;108.64;DIS;DIS
2113;05/06/2017;107.22;DIS;DIS
2114;06/06/2017;106.19;DIS;DIS
2115;07/06/2017;106.25;DIS;DIS
2116;08/06/2017;105.56;DIS;DIS
2117;09/06/2017;105.92;DIS;DIS
2118;12/06/2017;107.2;DIS;DIS
2119;13/06/2017;107.26;DIS;DIS
2120;14/06/2017;107.01;DIS;DIS
2121;15/06/2017;106.16;DIS;DIS
2122;16/06/2017;106.35;DIS;DIS
2123;19/06/2017;106.0;DIS;DIS
2124;20/06/2017;105.3;DIS;DIS
2125;21/06/2017;105.08;DIS;DIS
2126;22/06/2017;104.77;DIS;DIS
2127;23/06/2017;104.58;DIS;DIS
2128;26/06/2017;105.85;DIS;DIS
2129;27/06/2017;106.14;DIS;DIS
2130;28/06/2017;107.54;DIS;DIS
2131;29/06/2017;107.41;DIS;DIS
2132;30/06/2017;106.56;DIS;DIS
2133;03/07/2017;108.62;DIS;DIS
2134;05/07/2017;107.85;DIS;DIS
2135;06/07/2017;104.69;DIS;DIS
2136;07/07/2017;103.73;DIS;DIS
2137;10/07/2017;103.91;DIS;DIS
2138;11/07/2017;104.19;DIS;DIS
2139;12/07/2017;104.65;DIS;DIS
2140;13/07/2017;105.34;DIS;DIS
2141;14/07/2017;105.25;DIS;DIS
2142;17/07/2017;105.42;DIS;DIS
2143;18/07/2017;105.8;DIS;DIS
2144;19/07/2017;106.87;DIS;DIS
2145;20/07/2017;107.71;DIS;DIS
2146;21/07/2017;107.33;DIS;DIS
2147;24/07/2017;107.54;DIS;DIS
2148;25/07/2017;107.74;DIS;DIS
2149;26/07/2017;107.03;DIS;DIS
2150;27/07/2017;110.0;DIS;DIS
2151;28/07/2017;110.19;DIS;DIS
2152;31/07/2017;110.14;DIS;DIS
2153;01/08/2017;110.83;DIS;DIS
2154;02/08/2017;109.88;DIS;DIS
2155;03/08/2017;109.17;DIS;DIS
2156;04/08/2017;108.5;DIS;DIS
2157;07/08/2017;107.65;DIS;DIS
2158;08/08/2017;107.14;DIS;DIS
2159;09/08/2017;103.0;DIS;DIS
2160;10/08/2017;102.82;DIS;DIS
2161;11/08/2017;102.51;DIS;DIS
2162;14/08/2017;102.81;DIS;DIS
2163;15/08/2017;102.1;DIS;DIS
2164;16/08/2017;102.65;DIS;DIS
2165;17/08/2017;102.58;DIS;DIS
2166;18/08/2017;101.74;DIS;DIS
2167;21/08/2017;101.42;DIS;DIS
2168;22/08/2017;102.91;DIS;DIS
2169;23/08/2017;102.98;DIS;DIS
2170;24/08/2017;102.03;DIS;DIS
2171;25/08/2017;102.68;DIS;DIS
2172;28/08/2017;102.85;DIS;DIS
2173;29/08/2017;102.99;DIS;DIS
2174;30/08/2017;103.45;DIS;DIS
2175;31/08/2017;103.19;DIS;DIS
2176;01/09/2017;101.92;DIS;DIS
2177;05/09/2017;102.55;DIS;DIS
2178;06/09/2017;102.04;DIS;DIS
2179;07/09/2017;101.86;DIS;DIS
2180;08/09/2017;97.49;DIS;DIS
2181;11/09/2017;98.02;DIS;DIS
2182;12/09/2017;98.36;DIS;DIS
2183;13/09/2017;98.95;DIS;DIS
2184;14/09/2017;98.84;DIS;DIS
2185;15/09/2017;98.93;DIS;DIS
2186;18/09/2017;98.72;DIS;DIS
2187;19/09/2017;98.67;DIS;DIS
2188;20/09/2017;99.28;DIS;DIS
2189;21/09/2017;99.39;DIS;DIS
2190;22/09/2017;98.99;DIS;DIS
2191;25/09/2017;99.64;DIS;DIS
2192;26/09/2017;99.74;DIS;DIS
2193;27/09/2017;99.52;DIS;DIS
2194;28/09/2017;99.05;DIS;DIS
2195;29/09/2017;98.59;DIS;DIS
2196;02/10/2017;100.44;DIS;DIS
2197;03/10/2017;100.85;DIS;DIS
2198;04/10/2017;100.93;DIS;DIS
2199;05/10/2017;100.87;DIS;DIS
2200;06/10/2017;100.27;DIS;DIS
2201;09/10/2017;100.98;DIS;DIS
2202;10/10/2017;100.07;DIS;DIS
2203;11/10/2017;99.58;DIS;DIS
2204;12/10/2017;97.82;DIS;DIS
2205;13/10/2017;97.68;DIS;DIS
2206;16/10/2017;98.27;DIS;DIS
2207;17/10/2017;98.47;DIS;DIS
2208;18/10/2017;98.49;DIS;DIS
2209;19/10/2017;99.3;DIS;DIS
2210;20/10/2017;99.66;DIS;DIS
2211;23/10/2017;99.18;DIS;DIS
2212;24/10/2017;98.86;DIS;DIS
2213;25/10/2017;98.22;DIS;DIS
2214;26/10/2017;99.48;DIS;DIS
2215;27/10/2017;98.36;DIS;DIS
2216;30/10/2017;98.33;DIS;DIS
2217;31/10/2017;98.09;DIS;DIS
2218;01/11/2017;99.46;DIS;DIS
2219;02/11/2017;99.12;DIS;DIS
2220;03/11/2017;99.38;DIS;DIS
2221;06/11/2017;101.13;DIS;DIS
2222;07/11/2017;102.9;DIS;DIS
2223;08/11/2017;102.0;DIS;DIS
2224;09/11/2017;103.91;DIS;DIS
2225;10/11/2017;106.24;DIS;DIS
2226;13/11/2017;105.14;DIS;DIS
2227;14/11/2017;104.57;DIS;DIS
2228;15/11/2017;103.96;DIS;DIS
2229;16/11/2017;103.98;DIS;DIS
2230;17/11/2017;103.99;DIS;DIS
2231;20/11/2017;103.42;DIS;DIS
2232;21/11/2017;103.17;DIS;DIS
2233;22/11/2017;103.32;DIS;DIS
2234;24/11/2017;102.92;DIS;DIS
2235;27/11/2017;102.97;DIS;DIS
2236;28/11/2017;103.88;DIS;DIS
2237;29/11/2017;106.26;DIS;DIS
2238;30/11/2017;105.71;DIS;DIS
2239;01/12/2017;105.85;DIS;DIS
2240;04/12/2017;112.67;DIS;DIS
2241;05/12/2017;110.04;DIS;DIS
2242;06/12/2017;107.99;DIS;DIS
2243;07/12/2017;106.0;DIS;DIS
2244;08/12/2017;104.98;DIS;DIS
2245;11/12/2017;106.84;DIS;DIS
2246;12/12/2017;107.83;DIS;DIS
2247;13/12/2017;108.19;DIS;DIS
2248;14/12/2017;111.54;DIS;DIS
2249;15/12/2017;112.0;DIS;DIS
2250;18/12/2017;111.99;DIS;DIS
2251;19/12/2017;112.39;DIS;DIS
2252;20/12/2017;112.3;DIS;DIS
2253;21/12/2017;111.09;DIS;DIS
2254;22/12/2017;109.68;DIS;DIS
2255;26/12/2017;109.37;DIS;DIS
2256;27/12/2017;108.55;DIS;DIS
2257;28/12/2017;108.05;DIS;DIS
2258;29/12/2017;108.34;DIS;DIS
2259;03/01/2017;91.34;XOM;XOM
2260;04/01/2017;91.15;XOM;XOM
2261;05/01/2017;90.3;XOM;XOM
2262;06/01/2017;88.98;XOM;XOM
2263;09/01/2017;88.22;XOM;XOM
2264;10/01/2017;87.31;XOM;XOM
2265;11/01/2017;86.95;XOM;XOM
2266;12/01/2017;87.38;XOM;XOM
2267;13/01/2017;86.68;XOM;XOM
2268;17/01/2017;87.39;XOM;XOM
2269;18/01/2017;87.41;XOM;XOM
2270;19/01/2017;86.1;XOM;XOM
2271;20/01/2017;85.96;XOM;XOM
2272;23/01/2017;85.88;XOM;XOM
2273;24/01/2017;85.47;XOM;XOM
2274;25/01/2017;85.88;XOM;XOM
2275;26/01/2017;85.83;XOM;XOM
2276;27/01/2017;85.75;XOM;XOM
2277;30/01/2017;85.45;XOM;XOM
2278;31/01/2017;85.07;XOM;XOM
2279;01/02/2017;84.16;XOM;XOM
2280;02/02/2017;83.53;XOM;XOM
2281;03/02/2017;83.72;XOM;XOM
2282;06/02/2017;83.65;XOM;XOM
2283;07/02/2017;83.62;XOM;XOM
2284;08/02/2017;82.12;XOM;XOM
2285;09/02/2017;82.05;XOM;XOM
2286;10/02/2017;82.77;XOM;XOM
2287;13/02/2017;83.18;XOM;XOM
2288;14/02/2017;83.1;XOM;XOM
2289;15/02/2017;83.18;XOM;XOM
2290;16/02/2017;83.42;XOM;XOM
2291;17/02/2017;82.19;XOM;XOM
2292;21/02/2017;82.15;XOM;XOM
2293;22/02/2017;81.7;XOM;XOM
2294;23/02/2017;82.22;XOM;XOM
2295;24/02/2017;81.8;XOM;XOM
2296;27/02/2017;81.71;XOM;XOM
2297;28/02/2017;81.99;XOM;XOM
2298;01/03/2017;83.33;XOM;XOM
2299;02/03/2017;84.25;XOM;XOM
2300;03/03/2017;83.6;XOM;XOM
2301;06/03/2017;82.9;XOM;XOM
2302;07/03/2017;83.29;XOM;XOM
2303;08/03/2017;82.38;XOM;XOM
2304;09/03/2017;81.72;XOM;XOM
2305;10/03/2017;82.47;XOM;XOM
2306;13/03/2017;81.94;XOM;XOM
2307;14/03/2017;81.23;XOM;XOM
2308;15/03/2017;82.06;XOM;XOM
2309;16/03/2017;82.2;XOM;XOM
2310;17/03/2017;82.26;XOM;XOM
2311;20/03/2017;82.04;XOM;XOM
2312;21/03/2017;82.35;XOM;XOM
2313;22/03/2017;82.09;XOM;XOM
2314;23/03/2017;82.22;XOM;XOM
2315;24/03/2017;82.03;XOM;XOM
2316;27/03/2017;81.43;XOM;XOM
2317;28/03/2017;82.02;XOM;XOM
2318;29/03/2017;82.28;XOM;XOM
2319;30/03/2017;83.87;XOM;XOM
2320;31/03/2017;83.31;XOM;XOM
2321;03/04/2017;82.31;XOM;XOM
2322;04/04/2017;82.42;XOM;XOM
2323;05/04/2017;83.55;XOM;XOM
2324;06/04/2017;83.21;XOM;XOM
2325;07/04/2017;83.36;XOM;XOM
2326;10/04/2017;83.47;XOM;XOM
2327;11/04/2017;83.17;XOM;XOM
2328;12/04/2017;83.35;XOM;XOM
2329;13/04/2017;82.73;XOM;XOM
2330;17/04/2017;81.97;XOM;XOM
2331;18/04/2017;81.82;XOM;XOM
2332;19/04/2017;81.51;XOM;XOM
2333;20/04/2017;81.74;XOM;XOM
2334;21/04/2017;81.0;XOM;XOM
2335;24/04/2017;81.4;XOM;XOM
2336;25/04/2017;81.93;XOM;XOM
2337;26/04/2017;82.33;XOM;XOM
2338;27/04/2017;81.3;XOM;XOM
2339;28/04/2017;82.49;XOM;XOM
2340;01/05/2017;82.21;XOM;XOM
2341;02/05/2017;82.59;XOM;XOM
2342;03/05/2017;83.07;XOM;XOM
2343;04/05/2017;82.36;XOM;XOM
2344;05/05/2017;82.24;XOM;XOM
2345;08/05/2017;82.94;XOM;XOM
2346;09/05/2017;83.0;XOM;XOM
2347;10/05/2017;82.37;XOM;XOM
2348;11/05/2017;82.71;XOM;XOM
2349;12/05/2017;82.71;XOM;XOM
2350;15/05/2017;83.18;XOM;XOM
2351;16/05/2017;83.23;XOM;XOM
2352;17/05/2017;83.04;XOM;XOM
2353;18/05/2017;82.15;XOM;XOM
2354;19/05/2017;82.09;XOM;XOM
2355;22/05/2017;82.33;XOM;XOM
2356;23/05/2017;82.88;XOM;XOM
2357;24/05/2017;82.54;XOM;XOM
2358;25/05/2017;82.71;XOM;XOM
2359;26/05/2017;81.8;XOM;XOM
2360;30/05/2017;81.34;XOM;XOM
2361;31/05/2017;80.95;XOM;XOM
2362;01/06/2017;80.9;XOM;XOM
2363;02/06/2017;80.68;XOM;XOM
2364;05/06/2017;80.39;XOM;XOM
2365;06/06/2017;81.32;XOM;XOM
2366;07/06/2017;81.4;XOM;XOM
2367;08/06/2017;81.08;XOM;XOM
2368;09/06/2017;82.14;XOM;XOM
2369;12/06/2017;83.69;XOM;XOM
2370;13/06/2017;83.27;XOM;XOM
2371;14/06/2017;82.82;XOM;XOM
2372;15/06/2017;82.4;XOM;XOM
2373;16/06/2017;83.54;XOM;XOM
2374;19/06/2017;83.45;XOM;XOM
2375;20/06/2017;82.47;XOM;XOM
2376;21/06/2017;82.63;XOM;XOM
2377;22/06/2017;81.58;XOM;XOM
2378;23/06/2017;81.69;XOM;XOM
2379;26/06/2017;81.75;XOM;XOM
2380;27/06/2017;81.73;XOM;XOM
2381;28/06/2017;81.76;XOM;XOM
2382;29/06/2017;81.84;XOM;XOM
2383;30/06/2017;81.24;XOM;XOM
2384;03/07/2017;82.49;XOM;XOM
2385;05/07/2017;81.68;XOM;XOM
2386;06/07/2017;81.08;XOM;XOM
2387;07/07/2017;80.6;XOM;XOM
2388;10/07/2017;80.41;XOM;XOM
2389;11/07/2017;80.75;XOM;XOM
2390;12/07/2017;81.52;XOM;XOM
2391;13/07/2017;81.09;XOM;XOM
2392;14/07/2017;81.41;XOM;XOM
2393;17/07/2017;81.43;XOM;XOM
2394;18/07/2017;81.08;XOM;XOM
2395;19/07/2017;80.87;XOM;XOM
2396;20/07/2017;81.49;XOM;XOM
2397;21/07/2017;80.84;XOM;XOM
2398;24/07/2017;80.22;XOM;XOM
2399;25/07/2017;81.05;XOM;XOM
2400;26/07/2017;80.9;XOM;XOM
2401;27/07/2017;80.88;XOM;XOM
2402;28/07/2017;79.92;XOM;XOM
2403;31/07/2017;80.39;XOM;XOM
2404;01/08/2017;80.54;XOM;XOM
2405;02/08/2017;80.64;XOM;XOM
2406;03/08/2017;80.82;XOM;XOM
2407;04/08/2017;80.56;XOM;XOM
2408;07/08/2017;80.17;XOM;XOM
2409;08/08/2017;80.22;XOM;XOM
2410;09/08/2017;80.35;XOM;XOM
2411;10/08/2017;79.78;XOM;XOM
2412;11/08/2017;79.25;XOM;XOM
2413;14/08/2017;78.79;XOM;XOM
2414;15/08/2017;78.25;XOM;XOM
2415;16/08/2017;78.17;XOM;XOM
2416;17/08/2017;77.28;XOM;XOM
2417;18/08/2017;77.11;XOM;XOM
2418;21/08/2017;76.62;XOM;XOM
2419;22/08/2017;77.34;XOM;XOM
2420;23/08/2017;77.01;XOM;XOM
2421;24/08/2017;76.65;XOM;XOM
2422;25/08/2017;77.13;XOM;XOM
2423;28/08/2017;76.94;XOM;XOM
2424;29/08/2017;76.49;XOM;XOM
2425;30/08/2017;76.45;XOM;XOM
2426;31/08/2017;76.49;XOM;XOM
2427;01/09/2017;76.85;XOM;XOM
2428;05/09/2017;77.36;XOM;XOM
2429;06/09/2017;79.22;XOM;XOM
2430;07/09/2017;79.33;XOM;XOM
2431;08/09/2017;79.04;XOM;XOM
2432;11/09/2017;79.42;XOM;XOM
2433;12/09/2017;79.69;XOM;XOM
2434;13/09/2017;79.77;XOM;XOM
2435;14/09/2017;80.23;XOM;XOM
2436;15/09/2017;80.21;XOM;XOM
2437;18/09/2017;80.14;XOM;XOM
2438;19/09/2017;80.39;XOM;XOM
2439;20/09/2017;80.66;XOM;XOM
2440;21/09/2017;80.53;XOM;XOM
2441;22/09/2017;80.3;XOM;XOM
2442;25/09/2017;81.0;XOM;XOM
2443;26/09/2017;81.0;XOM;XOM
2444;27/09/2017;81.45;XOM;XOM
2445;28/09/2017;82.45;XOM;XOM
2446;29/09/2017;82.06;XOM;XOM
2447;02/10/2017;81.82;XOM;XOM
2448;03/10/2017;81.97;XOM;XOM
2449;04/10/2017;81.87;XOM;XOM
2450;05/10/2017;82.24;XOM;XOM
2451;06/10/2017;81.89;XOM;XOM
2452;09/10/2017;82.18;XOM;XOM
2453;10/10/2017;82.74;XOM;XOM
2454;11/10/2017;82.45;XOM;XOM
2455;12/10/2017;82.5;XOM;XOM
2456;13/10/2017;83.08;XOM;XOM
2457;16/10/2017;82.95;XOM;XOM
2458;17/10/2017;82.97;XOM;XOM
2459;18/10/2017;83.39;XOM;XOM
2460;19/10/2017;83.05;XOM;XOM
2461;20/10/2017;83.13;XOM;XOM
2462;23/10/2017;83.76;XOM;XOM
2463;24/10/2017;83.81;XOM;XOM
2464;25/10/2017;83.73;XOM;XOM
2465;26/10/2017;83.65;XOM;XOM
2466;27/10/2017;84.24;XOM;XOM
2467;30/10/2017;83.95;XOM;XOM
2468;31/10/2017;83.68;XOM;XOM
2469;01/11/2017;83.94;XOM;XOM
2470;02/11/2017;83.7;XOM;XOM
2471;03/11/2017;83.64;XOM;XOM
2472;06/11/2017;83.87;XOM;XOM
2473;07/11/2017;83.82;XOM;XOM
2474;08/11/2017;83.5;XOM;XOM
2475;09/11/2017;84.14;XOM;XOM
2476;10/11/2017;83.08;XOM;XOM
2477;13/11/2017;83.09;XOM;XOM
2478;14/11/2017;82.75;XOM;XOM
2479;15/11/2017;82.09;XOM;XOM
2480;16/11/2017;80.85;XOM;XOM
2481;17/11/2017;80.66;XOM;XOM
2482;20/11/2017;80.64;XOM;XOM
2483;21/11/2017;81.25;XOM;XOM
2484;22/11/2017;81.41;XOM;XOM
2485;24/11/2017;81.7;XOM;XOM
2486;27/11/2017;81.4;XOM;XOM
2487;28/11/2017;82.0;XOM;XOM
2488;29/11/2017;82.31;XOM;XOM
2489;30/11/2017;83.4;XOM;XOM
2490;01/12/2017;84.13;XOM;XOM
2491;04/12/2017;84.18;XOM;XOM
2492;05/12/2017;83.77;XOM;XOM
2493;06/12/2017;83.2;XOM;XOM
2494;07/12/2017;82.62;XOM;XOM
2495;08/12/2017;82.9;XOM;XOM
2496;11/12/2017;83.25;XOM;XOM
2497;12/12/2017;83.38;XOM;XOM
2498;13/12/2017;83.3;XOM;XOM
2499;14/12/2017;83.33;XOM;XOM
2500;15/12/2017;83.28;XOM;XOM
2501;18/12/2017;83.67;XOM;XOM
2502;19/12/2017;83.17;XOM;XOM
2503;20/12/2017;83.14;XOM;XOM
2504;21/12/2017;84.27;XOM;XOM
2505;22/12/2017;84.02;XOM;XOM
2506;26/12/2017;84.36;XOM;XOM
2507;27/12/2017;84.1;XOM;XOM
2508;28/12/2017;84.05;XOM;XOM
2509;29/12/2017;84.2;XOM;XOM
2510;03/01/2017;31.84;GE;GE
2511;04/01/2017;31.83;GE;GE
2512;05/01/2017;31.75;GE;GE
2513;06/01/2017;31.77;GE;GE
2514;09/01/2017;31.66;GE;GE
2515;10/01/2017;31.62;GE;GE
2516;11/01/2017;31.52;GE;GE
2517;12/01/2017;31.47;GE;GE
2518;13/01/2017;31.45;GE;GE
2519;17/01/2017;31.45;GE;GE
2520;18/01/2017;31.34;GE;GE
2521;19/01/2017;31.34;GE;GE
2522;20/01/2017;30.9;GE;GE
2523;23/01/2017;30.51;GE;GE
2524;24/01/2017;30.06;GE;GE
2525;25/01/2017;30.47;GE;GE
2526;26/01/2017;30.49;GE;GE
2527;27/01/2017;30.44;GE;GE
2528;30/01/2017;30.1;GE;GE
2529;31/01/2017;29.9;GE;GE
2530;01/02/2017;29.81;GE;GE
2531;02/02/2017;29.71;GE;GE
2532;03/02/2017;29.8;GE;GE
2533;06/02/2017;29.75;GE;GE
2534;07/02/2017;29.81;GE;GE
2535;08/02/2017;29.54;GE;GE
2536;09/02/2017;29.7;GE;GE
2537;10/02/2017;29.75;GE;GE
2538;13/02/2017;30.06;GE;GE
2539;14/02/2017;30.28;GE;GE
2540;15/02/2017;30.35;GE;GE
2541;16/02/2017;30.47;GE;GE
2542;17/02/2017;30.44;GE;GE
2543;21/02/2017;30.59;GE;GE
2544;22/02/2017;30.55;GE;GE
2545;23/02/2017;30.08;GE;GE
2546;24/02/2017;30.19;GE;GE
2547;27/02/2017;30.15;GE;GE
2548;28/02/2017;30.08;GE;GE
2549;01/03/2017;30.35;GE;GE
2550;02/03/2017;30.23;GE;GE
2551;03/03/2017;30.22;GE;GE
2552;06/03/2017;30.08;GE;GE
2553;07/03/2017;29.98;GE;GE
2554;08/03/2017;29.94;GE;GE
2555;09/03/2017;29.83;GE;GE
2556;10/03/2017;30.43;GE;GE
2557;13/03/2017;30.26;GE;GE
2558;14/03/2017;29.79;GE;GE
2559;15/03/2017;29.83;GE;GE
2560;16/03/2017;29.82;GE;GE
2561;17/03/2017;30.04;GE;GE
2562;20/03/2017;29.92;GE;GE
2563;21/03/2017;29.86;GE;GE
2564;22/03/2017;29.71;GE;GE
2565;23/03/2017;29.73;GE;GE
2566;24/03/2017;29.81;GE;GE
2567;27/03/2017;29.51;GE;GE
2568;28/03/2017;29.73;GE;GE
2569;29/03/2017;29.71;GE;GE
2570;30/03/2017;29.99;GE;GE
2571;31/03/2017;30.04;GE;GE
2572;03/04/2017;30.0;GE;GE
2573;04/04/2017;30.09;GE;GE
2574;05/04/2017;30.42;GE;GE
2575;06/04/2017;30.18;GE;GE
2576;07/04/2017;30.19;GE;GE
2577;10/04/2017;30.23;GE;GE
2578;11/04/2017;30.1;GE;GE
2579;12/04/2017;29.9;GE;GE
2580;13/04/2017;29.8;GE;GE
2581;17/04/2017;29.7;GE;GE
2582;18/04/2017;29.9;GE;GE
2583;19/04/2017;30.06;GE;GE
2584;20/04/2017;30.54;GE;GE
2585;21/04/2017;30.38;GE;GE
2586;24/04/2017;29.93;GE;GE
2587;25/04/2017;29.6;GE;GE
2588;26/04/2017;29.55;GE;GE
2589;27/04/2017;29.31;GE;GE
2590;28/04/2017;29.16;GE;GE
2591;01/05/2017;29.17;GE;GE
2592;02/05/2017;29.05;GE;GE
2593;03/05/2017;29.29;GE;GE
2594;04/05/2017;29.31;GE;GE
2595;05/05/2017;29.24;GE;GE
2596;08/05/2017;29.24;GE;GE
2597;09/05/2017;29.09;GE;GE
2598;10/05/2017;28.93;GE;GE
2599;11/05/2017;28.89;GE;GE
2600;12/05/2017;28.45;GE;GE
2601;15/05/2017;28.24;GE;GE
2602;16/05/2017;28.28;GE;GE
2603;17/05/2017;27.87;GE;GE
2604;18/05/2017;27.65;GE;GE
2605;19/05/2017;28.16;GE;GE
2606;22/05/2017;28.3;GE;GE
2607;23/05/2017;28.28;GE;GE
2608;24/05/2017;28.5;GE;GE
2609;25/05/2017;27.9;GE;GE
2610;26/05/2017;27.55;GE;GE
2611;30/05/2017;27.45;GE;GE
2612;31/05/2017;27.44;GE;GE
2613;01/06/2017;27.88;GE;GE
2614;02/06/2017;27.94;GE;GE
2615;05/06/2017;28.07;GE;GE
2616;06/06/2017;28.04;GE;GE
2617;07/06/2017;27.96;GE;GE
